"msoa21","msoa21_name","heat_vuln_risk","heat_social_vuln_tertile_label","care_or_nursing_home_n","hospital_n","nurseries_n","under5","over75","life_expectancy_decile"
"E02004412","Heathfield","Lower heat risk","Lowest heat risk",2,0,1,410,956,8
"E02004413","Broad Oak & Horam","Lower heat risk","Lowest heat risk",5,0,3,314,969,8
"E02004414","Uckfield South","High heat, not enhanced risk","Lowest heat risk",2,2,0,333,501,4
"E02004415","Five Ash Down, Horsted & Chiddingly","Lower heat risk","Lowest heat risk",5,0,1,282,720,6
"E02004416","Herstmonceux & Ninfield","High heat, not enhanced risk","Medium heat risk",0,0,4,230,774,8
"E02004417","Hailsham Central & East","High heat, not enhanced risk","Medium heat risk",6,0,1,334,864,6
"E02004418","Hailsham South & West","Lower heat risk","Lowest heat risk",3,0,0,276,743,4
"E02004419","Hailsham East","Lower heat risk","Highest heat risk",4,0,1,393,652,3
"E02004420","Hailsham North, Alfriston & East Dean","Lower heat risk","Lowest heat risk",4,2,2,731,1838,8
"E02004421","Polegate","Lower heat risk","Medium heat risk",5,0,2,471,1218,5
"E02004422","Stone Cross, Westham & Pevensey Bay","Lower heat risk","Lowest heat risk",1,0,1,576,1337,9
"E02004423","Willingdon","High heat, not enhanced risk","Lowest heat risk",3,0,1,276,1313,9
"E02004980","Woolmer Green, Oaklands & Digswell","High heat, not enhanced risk","Lowest heat risk",3,0,2,238,747,10
"E02004981","Welwyn & Hatfield Garden Village","High heat, not enhanced risk","Lowest heat risk",6,0,4,477,718,9
"E02004982","Knightsfield","High heat, not enhanced risk","Lowest heat risk",1,0,0,351,591,10
"E02004983","Haldens","High heat, not enhanced risk","Medium heat risk",0,0,2,379,511,8
"E02004984","Panshanger","High heat, not enhanced risk","Medium heat risk",2,0,0,326,462,5
"E02004985","Welwyn Garden City Central & Handside","High heat, not enhanced risk","Medium heat risk",1,0,4,323,998,8
"E02004986","Peartree","High heat and enhanced risk","Highest heat risk",2,0,1,664,253,2
"E02004987","Hall Grove","High heat, not enhanced risk","Lowest heat risk",2,1,1,561,437,7
"E02004988","Hollybush","High heat, not enhanced risk","Medium heat risk",0,0,1,531,448,4
"E02004989","Hatfield North & West","High heat, not enhanced risk","Medium heat risk",6,1,3,606,445,2
"E02004990","Hatfield East","High heat, not enhanced risk","Medium heat risk",4,1,0,446,569,5
"E02004991","Hatfield Town","High heat and enhanced risk","Highest heat risk",5,0,2,557,319,3
"E02004992","Hatfield South","High heat, not enhanced risk","Medium heat risk",0,0,2,451,372,2
"E02004994","Brookmans Park","High heat, not enhanced risk","Lowest heat risk",0,1,2,262,676,10
"E02004995","Cuffley & Northaw","High heat, not enhanced risk","Lowest heat risk",1,0,1,251,673,10
"E02007092","Welham Green","High heat, not enhanced risk","Medium heat risk",2,0,2,290,483,7
"E02003367","Chieveley, East Isley & Compton","Lower heat risk","Lowest heat risk",3,0,2,216,477,10
"E02003368","Lambourn & Great Shefford","Lower heat risk","Medium heat risk",0,0,1,217,603,9
"E02003369","Streatley & Pangbourne","Lower heat risk","Lowest heat risk",1,0,2,288,655,10
"E02003370","Purley on Thames","Lower heat risk","Lowest heat risk",9,0,1,321,694,10
"E02003371","Westwood","Lower heat risk","Lowest heat risk",3,0,2,259,592,10
"E02003372","Calcot North & Little Heath","High heat, not enhanced risk","Lowest heat risk",0,0,0,432,785,10
"E02003373","Hermitage & Cold Ash","Lower heat risk","Lowest heat risk",1,0,2,349,676,9
"E02003374","Calcot South","High heat, not enhanced risk","Lowest heat risk",0,0,0,318,325,10
"E02003375","Theale & Beenham","Lower heat risk","Lowest heat risk",2,0,3,328,434,6
"E02003376","Hungerford","Lower heat risk","Medium heat risk",3,0,1,300,653,4
"E02003377","Thatcham South East & Bradfield","Lower heat risk","Lowest heat risk",2,1,3,498,895,10
"E02003378","Newbury North West","Lower heat risk","Medium heat risk",3,0,2,383,887,6
"E02003379","Newbury Clay Hill","High heat, not enhanced risk","Medium heat risk",5,2,0,449,495,4
"E02003380","Thatcham West","High heat, not enhanced risk","Lowest heat risk",1,0,1,467,480,6
"E02003381","Burghfield Common","Lower heat risk","Lowest heat risk",3,0,1,351,468,4
"E02003382","Thatcham Town","High heat, not enhanced risk","Medium heat risk",1,0,0,421,681,2
"E02003383","Thatcham North East","Lower heat risk","Lowest heat risk",0,0,4,385,369,5
"E02003384","Kintbury & Boxford","Lower heat risk","Lowest heat risk",2,0,1,249,694,9
"E02003385","Newbury Central & Greenham","Lower heat risk","Medium heat risk",3,0,6,796,663,5
"E02003386","Newbury South West","High heat, not enhanced risk","Medium heat risk",2,0,0,393,602,5
"E02003387","Newbury Wash Common","Lower heat risk","Lowest heat risk",0,1,0,443,975,10
"E02003388","Mortimer & Aldermaston Wharf","Lower heat risk","Lowest heat risk",0,0,3,267,571,9
"E02004229","Hatherleigh, Exbourne & North Tawton","Lower heat risk","Medium heat risk",4,0,2,502,1041,7
"E02004230","Okehampton","Lower heat risk","Medium heat risk",2,1,2,304,949,6
"E02004231","Chagford, Princetown & Dartmoor","Lower heat risk","Medium heat risk",1,0,2,222,788,7
"E02004232","Lifton, Lamerton & Bridestowe","Lower heat risk","Medium heat risk",3,0,1,274,836,5
"E02004233","Tavistock","Lower heat risk","Lowest heat risk",6,1,3,484,1849,7
"E02004234","Horrabridge & Mary Tavy","Lower heat risk","Lowest heat risk",6,0,0,181,870,8
"E02004235","Bere Alston, Buckland Monachorum & Yelverton","Lower heat risk","Medium heat risk",4,0,2,225,946,6
"E02005304","Hesketh Bank & Tarleton","Lower heat risk","Lowest heat risk",1,0,2,411,971,8
"E02005305","Rufford & Banks","Lower heat risk","Medium heat risk",3,0,0,356,915,4
"E02005306","Scarisbrick, Halsall & Haskayne","High heat, not enhanced risk","Medium heat risk",2,1,3,331,874,6
"E02005307","Burscough","Lower heat risk","Lowest heat risk",4,0,4,467,943,4
"E02005308","Parbold, Appley Bridge & Wrightington","Lower heat risk","Lowest heat risk",3,1,3,217,883,9
"E02005309","Ormskirk North & West","Lower heat risk","Medium heat risk",2,0,3,453,981,4
"E02005310","Ormskirk Town & East","Lower heat risk","Lowest heat risk",2,2,2,216,865,3
"E02005311","Bickerstaffe & Newburgh","Lower heat risk","Lowest heat risk",0,0,1,204,710,10
"E02005312","Skelmersdale Ashurst","Lower heat risk","Lowest heat risk",0,0,0,286,471,7
"E02005313","Skelmersdale Central","Lower heat risk","Highest heat risk",3,0,2,585,389,1
"E02005314","Skelmersdale West","Lower heat risk","Medium heat risk",3,0,2,336,538,1
"E02005315","Aughton","High heat, not enhanced risk","Lowest heat risk",4,0,4,261,1287,7
"E02005316","Skelmersdale East","Lower heat risk","Highest heat risk",1,0,1,464,381,1
"E02005317","Skelmersdale South East","Lower heat risk","Highest heat risk",0,0,1,510,316,3
"E02005318","Upholland","Lower heat risk","Lowest heat risk",2,0,2,353,841,5
"E02005492","Caistor, Kelsey & Keelby","High heat, not enhanced risk","Medium heat risk",4,0,3,346,1079,7
"E02005493","Morton, Blyton & Scotter","High heat, not enhanced risk","Lowest heat risk",8,0,2,462,1062,5
"E02005494","Market Rasen & Brookenby","High heat, not enhanced risk","Medium heat risk",3,0,5,430,1248,6
"E02005495","Gainsborough West","High heat and enhanced risk","Highest heat risk",3,2,1,613,784,2
"E02005496","Hemswell & Spital","High heat, not enhanced risk","Medium heat risk",0,1,1,258,601,8
"E02005497","Gainsborough East","High heat and enhanced risk","Highest heat risk",4,0,1,479,537,2
"E02005498","Torksey & Stow","High heat, not enhanced risk","Medium heat risk",3,0,1,252,1145,6
"E02005499","Dunholme & Welton","High heat, not enhanced risk","Lowest heat risk",3,0,2,402,882,8
"E02005500","Saxilby & Scampton","High heat, not enhanced risk","Lowest heat risk",3,0,3,332,785,7
"E02005501","Nettleham, Sudbrooke & Scothern","High heat, not enhanced risk","Lowest heat risk",1,0,3,397,1088,9
"E02005502","Cherry Willingham & Bardney","High heat, not enhanced risk","Lowest heat risk",7,0,3,400,1125,6
"E02005619","Clipston, Naseby & Yelvertoft","High heat, not enhanced risk","Medium heat risk",2,0,4,258,699,8
"E02005620","Brixworth & Spratton","High heat, not enhanced risk","Lowest heat risk",1,1,3,463,675,8
"E02005623","Walgrave & Moulton","High heat, not enhanced risk","Lowest heat risk",4,0,4,821,1051,5
"E02005621","Braunston & Crick","High heat, not enhanced risk","Medium heat risk",0,0,2,367,945,6
"E02005622","Long Buckby East & Ravensthorpe","High heat, not enhanced risk","Lowest heat risk",0,2,4,500,892,10
"E02005650","Boughton","High heat, not enhanced risk","Lowest heat risk",2,0,2,383,480,4
"E02005651","Moulton","High heat, not enhanced risk","Lowest heat risk",2,0,2,239,812,5
"E02005652","Sunnyside","High heat, not enhanced risk","Medium heat risk",7,0,1,385,786,6
"E02005654","Overstone Lodge & Rectory Farm","High heat, not enhanced risk","Medium heat risk",0,0,1,583,307,3
"E02005624","Daventry North","High heat, not enhanced risk","Lowest heat risk",1,0,3,735,575,8
"E02005653","Thorplands & Round Spinney","High heat, not enhanced risk","Medium heat risk",1,0,2,662,279,3
"E02005655","Boothville & Spinney Hill","High heat, not enhanced risk","Medium heat risk",5,0,2,287,772,6
"E02005657","Kingsthorpe","High heat, not enhanced risk","Medium heat risk",3,0,1,345,672,4
"E02005656","Blackthorn & Lings","High heat, not enhanced risk","Medium heat risk",0,0,2,430,230,2
"E02005658","St David's","High heat and enhanced risk","Highest heat risk",1,0,0,495,221,2
"E02005625","Daventry Central","High heat, not enhanced risk","Medium heat risk",4,0,3,494,976,4
"E02005661","Eastfield","High heat and enhanced risk","Highest heat risk",1,0,2,430,284,2
"E02005659","Westone","High heat, not enhanced risk","Medium heat risk",1,0,1,357,639,3
"E02005662","Phippsville","High heat, not enhanced risk","Medium heat risk",2,0,4,305,527,2
"E02005667","Lodge Farm","High heat, not enhanced risk","Medium heat risk",3,1,1,369,607,2
"E02005666","King's Heath & Spencer","High heat and enhanced risk","Highest heat risk",1,0,1,631,264,1
"E02005626","Daventry South & Southbrook","High heat, not enhanced risk","Medium heat risk",1,0,1,445,304,4
"E02005663","New Duston West","High heat, not enhanced risk","Lowest heat risk",0,0,1,284,421,10
"E02005665","Little Billing","High heat, not enhanced risk","Lowest heat risk",2,0,1,435,425,8
"E02005664","Kingsley Park & Racecourse","High heat and enhanced risk","Highest heat risk",10,1,3,379,427,1
"E02005660","Billing & Riverside","High heat and enhanced risk","Highest heat risk",0,0,4,388,321,1
"E02005627","Long Buckby West & Weedon","High heat, not enhanced risk","Medium heat risk",0,0,4,370,791,9
"E02005668","New Duston East","High heat, not enhanced risk","Lowest heat risk",2,0,3,316,838,7
"E02005669","Abington Vale","High heat, not enhanced risk","Lowest heat risk",4,0,1,255,711,7
"E02005671","Abington","High heat, not enhanced risk","Medium heat risk",10,0,1,477,309,7
"E02005672","St Michael's Road","High heat and enhanced risk","Highest heat risk",0,0,0,631,111,1
"E02005670","Town Centre & Semilong","High heat and enhanced risk","Highest heat risk",0,0,1,698,176,1
"E02005673","Stornton & Sixfields","High heat and enhanced risk","Highest heat risk",4,0,1,516,536,3
"E02005674","Cliftonville & Rushmere","High heat and enhanced risk","Highest heat risk",6,5,2,613,498,1
"E02007072","Upton","High heat, not enhanced risk","Lowest heat risk",1,2,3,582,339,7
"E02005675","Briar Hill & Hunsbury Hill","High heat, not enhanced risk","Medium heat risk",0,0,2,466,246,5
"E02005677","Cotton End, Brackmills & Hardingstone","High heat, not enhanced risk","Medium heat risk",0,0,4,547,501,6
"E02005676","Delapre","High heat, not enhanced risk","Medium heat risk",0,0,0,361,314,5
"E02007073","West Hunsbury","High heat, not enhanced risk","Lowest heat risk",0,0,1,557,420,7
"E02005681","Harpole, Kislingbury & Bugbrooke","High heat, not enhanced risk","Lowest heat risk",0,0,4,389,947,6
"E02005679","East Hunsbury","High heat, not enhanced risk","Lowest heat risk",1,0,1,555,393,10
"E02005628","Woodford Halse, Byfield & Staverton","High heat, not enhanced risk","Lowest heat risk",3,0,1,424,826,7
"E02005682","Cogenhoe, Hackleton & Denton","High heat, not enhanced risk","Lowest heat risk",1,0,8,361,763,9
"E02005680","Wootton & Collingtree","High heat, not enhanced risk","Lowest heat risk",2,0,2,440,433,7
"E02005684","Towcester West & Blakesley","High heat, not enhanced risk","Lowest heat risk",4,0,3,355,848,9
"E02005683","Blisworth, Roade & Yardley Gobion","High heat, not enhanced risk","Lowest heat risk",6,0,8,768,1143,6
"E02005685","Towcester East & Paulerspury","High heat, not enhanced risk","Lowest heat risk",0,0,3,645,720,5
"E02005686","Middleton Cheney & Chipping Warden","Lower heat risk","Medium heat risk",3,0,3,305,968,6
"E02005687","Silverstone, Syresham & Helmdon","High heat, not enhanced risk","Lowest heat risk",3,0,1,291,580,10
"E02005688","Deanshanger, Potterspury & Old Stratford","High heat, not enhanced risk","Lowest heat risk",0,0,2,507,823,8
"E02005689","Brackley North","High heat, not enhanced risk","Lowest heat risk",3,0,2,815,666,8
"E02005691","Kings Sutton, Greatworth & Evenley","Lower heat risk","Lowest heat risk",0,0,5,270,682,10
"E02005690","Brackley South","High heat, not enhanced risk","Medium heat risk",0,0,0,271,489,6
"E02005993","Chipping Norton","Lower heat risk","Medium heat risk",4,0,4,385,890,2
"E02005994","Kingham, Enstone & Middle Barton","Lower heat risk","Medium heat risk",2,0,0,254,663,10
"E02005995","Chadlington & Wychwoods","High heat, not enhanced risk","Medium heat risk",3,0,2,229,814,8
"E02005996","Woodstock, Stonesfield & Tackley","Lower heat risk","Lowest heat risk",1,0,3,379,1036,10
"E02005997","Charlbury & North Leigh","Lower heat risk","Lowest heat risk",0,0,3,277,670,10
"E02005998","Hanborough & Cassington","Lower heat risk","Lowest heat risk",2,0,2,377,850,7
"E02005999","Leafield, Minster Lovell & Duckington","High heat, not enhanced risk","Lowest heat risk",1,0,0,335,742,9
"E02006000","Witney East","High heat, not enhanced risk","Lowest heat risk",4,0,2,508,1038,7
"E02006001","Witney West","High heat, not enhanced risk","Lowest heat risk",3,0,3,496,524,10
"E02006002","Witney Central","High heat, not enhanced risk","Medium heat risk",2,0,3,525,1199,7
"E02006003","Eynsham & Stanton Harcourt","High heat, not enhanced risk","Lowest heat risk",1,0,1,285,726,9
"E02006004","Burford & Brize Norton","High heat, not enhanced risk","Lowest heat risk",4,0,2,311,678,8
"E02006005","Carterton North","High heat, not enhanced risk","Lowest heat risk",1,0,3,883,391,4
"E02006006","Carterton South","High heat, not enhanced risk","Lowest heat risk",0,0,1,285,525,8
"E02006007","Bampton, Clanfield & Standlake","High heat, not enhanced risk","Lowest heat risk",2,0,2,361,816,8
"E02006239","Lakenheath","Lower heat risk","Medium heat risk",0,0,1,629,524,9
"E02006238","Brandon","Lower heat risk","Lowest heat risk",1,0,0,503,1158,5
"E02006240","Beck Row, Eriswell & Barton Mills","High heat, not enhanced risk","Medium heat risk",1,0,2,871,494,8
"E02006241","Mildenhall","High heat, not enhanced risk","Lowest heat risk",4,0,3,425,861,5
"E02006273","Stanton & Barningham","Lower heat risk","Lowest heat risk",1,0,1,272,890,10
"E02006274","Ixworth, Honington & Barnham","Lower heat risk","Medium heat risk",1,0,2,311,663,7
"E02006242","Red Lodge, Icklingham & Moulton","Lower heat risk","Lowest heat risk",2,0,4,845,560,7
"E02006243","North Newmarket, Studlands & Exning","High heat, not enhanced risk","Medium heat risk",1,1,4,543,687,7
"E02006275","Howard Estate & Northgate","High heat, not enhanced risk","Medium heat risk",0,0,1,383,503,5
"E02006280","Barrow, Chedburgh & Sicklesmere","Lower heat risk","Lowest heat risk",3,0,9,421,1292,6
"E02006278","Bury St Edmunds Central","High heat, not enhanced risk","Medium heat risk",2,1,3,371,898,7
"E02006277","Moreton Hall","High heat, not enhanced risk","Lowest heat risk",0,0,1,392,458,9
"E02006281","Eastgate & Southgate","High heat, not enhanced risk","Medium heat risk",6,2,2,327,1402,8
"E02006279","Bury St Edmunds West","High heat, not enhanced risk","Medium heat risk",3,1,1,498,1191,9
"E02006826","South Newmarket & Racecourse","High heat, not enhanced risk","Medium heat risk",1,0,2,479,886,4
"E02006276","Fornham, Great Barton & Rougham","Lower heat risk","Lowest heat risk",5,1,3,489,1116,9
"E02006282","Clare, Cavendish & Wickhambrook","High heat, not enhanced risk","Medium heat risk",1,0,1,206,932,9
"E02006283","Kedington, Hundon & Withersfield","High heat, not enhanced risk","Lowest heat risk",1,0,4,365,741,8
